Doc Number,Doc Date,Order Reference,Qty,Product Code,Color Code,Color / Variant,Size (Packing List),EAN,Product Name,Price EUR,Gender,Category,Composition,Description,Features,Weight,Matched Color (from scrape),Matched Size (from scrape),URL,Match Status
82975,08/05/2026,2008/00100017400079,2,3R50857,18EV,OILGREEN-B.CO,48,8055950139524,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",OILGREEN-B.CO,48,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,exact
82975,08/05/2026,2008/00100017400079,2,3R50857,18EV,OILGREEN-B.CO,50,8055950139548,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",OILGREEN-B.CO,50,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,exact
82975,08/05/2026,2008/00100017400079,1,3R50857,18EV,OILGREEN-B.CO,52,8055950139562,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",OILGREEN-B.CO,52,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,exact
82975,08/05/2026,2008/00100017400079,1,3R50857,212E,NAVY-BIANCO,46,8051737222892,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",Navy-White,46,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,fuzzy color
82975,08/05/2026,2008/00100017400079,2,3R50857,212E,NAVY-BIANCO,48,8051737222939,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",Navy-White,48,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,fuzzy color
82975,08/05/2026,2008/00100017400079,2,3R50857,212E,NAVY-BIANCO,50,8051737222977,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",Navy-White,50,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,fuzzy color
82975,08/05/2026,2008/00100017400079,2,3R50857,212E,NAVY-BIANCO,52,8051737223011,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",Navy-White,52,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,fuzzy color
82975,08/05/2026,2008/00100017400079,1,3R50857,212E,NAVY-BIANCO,54,8051737223059,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",Navy-White,54,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,fuzzy color
82975,08/05/2026,2008/00100017400079,1,3R50857,212E,NAVY-BIANCO,56,8051737223097,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",Navy-White,56,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,fuzzy color
82975,08/05/2026,2008/00100017400079,1,3R50857,70ZT,B.CO-CYANO,46,8050243389440,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",B.CO-CYANO,46,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,exact
82975,08/05/2026,2008/00100017400079,2,3R50857,70ZT,B.CO-CYANO,48,8050243389464,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",B.CO-CYANO,48,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,exact
82975,08/05/2026,2008/00100017400079,2,3R50857,70ZT,B.CO-CYANO,50,8050243389488,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",B.CO-CYANO,50,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,exact
82975,08/05/2026,2008/00100017400079,1,3R50857,70ZT,B.CO-CYANO,52,8050243389501,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",B.CO-CYANO,52,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,exact
82975,08/05/2026,2008/00100017400079,1,3R50857,70ZT,B.CO-CYANO,54,8050243389525,Costume boxer corto a righe,99.99,Man,Swimwear,SHELL 100% POLYESTER; SLIP 100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS,"The short striped men's boxer shorts CMP, is the ideal product for days at the beach, pool or lake. With two side pockets and elasticated waistband, comfortable, for both in-water and out-of-water activities.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityBEACH",B.CO-CYANO,54,https://www.cmpsport.com/ww/striped-short-swimming-trunks-3r50857,exact
82795,07/05/2026,2008/00100017400079,1,31T7497V,A001,BIANCO,46,8057153283332,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",White,46,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,fuzzy color
82795,07/05/2026,2008/00100017400079,2,31T7497V,A001,BIANCO,48,8057153283356,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",White,48,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,fuzzy color
82795,07/05/2026,2008/00100017400079,2,31T7497V,A001,BIANCO,50,8057153283370,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",White,50,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,fuzzy color
82795,07/05/2026,2008/00100017400079,1,31T7497V,A001,BIANCO,52,8057153283394,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",White,52,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,fuzzy color
82795,07/05/2026,2008/00100017400079,1,31T7497V,A001,BIANCO,54,8057153283417,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",White,54,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,fuzzy color
82795,07/05/2026,2008/00100017400079,1,31T7497V,E663,SAGE,46,8055950326702,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",SAGE,46,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,exact
82795,07/05/2026,2008/00100017400079,2,31T7497V,E663,SAGE,48,8055950326719,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",SAGE,48,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,exact
82795,07/05/2026,2008/00100017400079,2,31T7497V,E663,SAGE,50,8055950326726,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",SAGE,50,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,exact
82795,07/05/2026,2008/00100017400079,1,31T7497V,E663,SAGE,52,8055950326733,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",SAGE,52,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,exact
82795,07/05/2026,2008/00100017400079,1,31T7497V,E663,SAGE,54,8055950326740,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",SAGE,54,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,exact
82795,07/05/2026,2008/00100017400079,1,31T7497V,N950,BLACK BLUE,46,8059342152801,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",Black Blue,46,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,exact
82795,07/05/2026,2008/00100017400079,2,31T7497V,N950,BLACK BLUE,48,8059342152825,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",Black Blue,48,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,exact
82795,07/05/2026,2008/00100017400079,2,31T7497V,N950,BLACK BLUE,50,8059342152849,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",Black Blue,50,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,exact
82795,07/05/2026,2008/00100017400079,1,31T7497V,N950,BLACK BLUE,52,8059342152863,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",Black Blue,52,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,exact
82795,07/05/2026,2008/00100017400079,1,31T7497V,N950,BLACK BLUE,54,8059342152887,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",Black Blue,54,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,exact
82795,07/05/2026,2008/00100017400079,1,31T7497V,N950,BLACK BLUE,56,8059342152900,Polo piquet tinta unita uomo in tactel,99.99,Man,Hiking,100% NYLON; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,"Polo shirt in solid color piquet, perfect both for the city and for outdoor activities. Extremely technical thanks to Tactel, a very soft and comfortable nylon fabric that dries quickly and makes the garment light and breathable. This combined with the treatment that protects from sunlight and anti-odor treatment ensure a high degree of comfort in every situation.",,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",Black Blue,56,https://www.cmpsport.com/ww/men-s-one-colour-piquet-polo-shirt-31t7497v,exact
82795,07/05/2026,2008/00100017400079,1,3T60077,13TE,NERO-CEMENTO,46,8051737668362,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",Black-Cement,46,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,fuzzy color
82795,07/05/2026,2008/00100017400079,2,3T60077,13TE,NERO-CEMENTO,48,8051737668478,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",Black-Cement,48,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,fuzzy color
82795,07/05/2026,2008/00100017400079,2,3T60077,13TE,NERO-CEMENTO,50,8051737668584,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",Black-Cement,50,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,fuzzy color
82795,07/05/2026,2008/00100017400079,1,3T60077,13TE,NERO-CEMENTO,52,8051737668690,Polo tecnica tinta unita,99.99,Man,Hiking,100% POLYESTER; HANG TO DRY; DO NOT TUMBLE DRY; DO NOT BLEACH; DELICATE WASH AT MAX 40°C; DO NOT DRY CLEAN; PROFESSIONAL WET CLEANING MILD PROCESS; DO NOT IRON,This men's one colour technical polo shirt in polyester piquet 130 g is highly functional! It is suitable for all summer outdoor activities thanks to Dry Function technology which guarantees comfort and keeps you dry. Available in different shades to inject a splash of colour into your outdoor activities!,Quick drying; Dry Function,"Write a review       Free shipping and returns over 160 €Order online and collect in store at no chargeSecure payments with Paypal, cards and bank transfer   ActivityOUTDOOR",Black-Cement,52,https://www.cmpsport.com/ww/one-colour-technical-polo-shirt-3t60077,fuzzy color
